,accX,accY,accZ,accResultant,gyrX,gyrY,gyrZ,isFall
0,0.01,0.04,1.21,1.21,0.45,-3.94,-0.45,1.0
1,0.01,0.04,1.2,1.2,-0.13,0.4,-0.71,1.0
2,0.01,0.04,1.21,1.21,-0.62,3.01,-0.76,1.0
3,-0.01,-0.01,1.19,1.19,-3.79,8.58,-0.68,1.0
4,-0.02,-0.06,1.13,1.14,-13.5,13.98,13.59,1.0
5,0.03,0.02,1.11,1.11,-5.93,6.97,14.03,1.0
6,0.05,0.03,1.13,1.13,0.89,4.72,1.48,1.0
7,-0.02,0.0,1.11,1.11,-1.21,2.14,-11.35,1.0
8,-0.03,-0.04,1.13,1.13,-2.92,-3.8,-15.28,1.0
9,0.03,-0.03,1.13,1.13,-2.66,-0.9,-1.53,1.0
10,0.03,-0.01,1.11,1.11,1.26,-2.56,2.55,1.0
11,0.05,0.02,1.12,1.13,6.85,-5.97,-1.31,1.0
12,0.02,-0.02,1.14,1.14,7.59,-4.29,-2.47,1.0
13,0.02,-0.01,1.12,1.12,1.16,-1.13,-0.93,1.0
14,-0.06,0.0,1.15,1.15,-7.59,-3.27,-0.75,1.0
15,-0.04,0.01,1.15,1.15,-12.41,-1.52,0.25,1.0
16,0.03,0.03,1.14,1.14,-11.83,-2.8,-5.69,1.0
17,0.08,0.02,1.12,1.12,-6.8,-1.74,-6.61,1.0
18,0.07,0.0,1.14,1.14,-3.48,-1.43,-4.27,1.0
19,-0.03,-0.02,1.16,1.16,0.44,5.38,1.8,1.0
20,-0.13,0.02,1.18,1.18,4.25,7.32,2.04,1.0
21,0.01,0.03,1.12,1.12,5.76,9.54,0.45,1.0
22,0.11,0.05,1.1,1.11,7.34,-2.53,-0.31,1.0
23,0.06,0.02,1.14,1.14,8.57,-9.31,0.35,1.0
24,0.05,0.01,1.13,1.14,3.64,-4.54,5.77,1.0
25,-0.07,0.03,1.14,1.15,-5.41,-1.22,4.06,1.0
26,-0.11,-0.01,1.17,1.17,-11.68,-3.11,-5.58,1.0
27,-0.03,0.01,1.15,1.15,-14.28,-0.05,-3.98,1.0
28,0.09,0.02,1.13,1.13,-12.4,2.31,-1.84,1.0
29,0.1,0.02,1.13,1.14,-7.7,3.06,0.06,1.0
30,0.05,0.04,1.13,1.13,-0.73,3.28,-4.46,1.0
31,-0.11,0.02,1.15,1.16,9.95,-2.36,-10.44,1.0
32,-0.03,0.01,1.18,1.18,23.13,4.18,-0.51,1.0
33,-0.05,-0.0,1.14,1.14,23.52,9.64,2.36,1.0
34,0.1,0.03,1.06,1.07,11.8,6.02,4.35,1.0
35,0.07,0.01,1.13,1.13,-0.68,5.14,3.52,1.0
36,0.05,0.07,1.1,1.1,-7.54,9.89,-6.62,1.0
37,-0.13,-0.01,1.07,1.08,7.24,-4.02,-28.76,1.0
38,-0.03,-0.07,1.06,1.07,-3.14,-6.08,-25.57,1.0
39,-0.0,-0.13,1.12,1.13,-17.49,6.13,6.73,1.0
40,0.09,-0.03,1.12,1.13,-18.09,16.01,22.95,1.0
41,0.03,0.02,1.05,1.05,13.93,0.49,17.8,1.0
42,-0.02,0.04,1.09,1.09,20.24,-8.9,9.95,1.0
43,0.04,0.01,1.06,1.06,1.44,-7.77,-1.48,1.0
44,0.05,0.01,1.08,1.08,-21.75,-11.63,4.16,1.0
45,0.05,0.02,1.1,1.1,-15.49,-19.97,-2.57,1.0
46,-0.03,0.01,1.13,1.13,-3.77,-6.88,-8.5,1.0
47,-0.06,-0.02,1.17,1.17,18.82,2.17,-16.24,1.0
48,-0.05,0.03,1.09,1.09,26.74,27.69,-20.49,1.0
49,-0.01,-0.0,1.04,1.04,35.69,31.36,-13.86,1.0
50,-0.02,-0.01,1.02,1.02,45.53,37.47,7.22,1.0
51,-0.1,-0.19,1.09,1.11,42.51,80.87,38.86,1.0
52,0.12,-0.04,1.0,1.01,51.0,106.68,47.65,1.0
53,0.36,0.02,0.82,0.9,46.56,72.94,23.86,1.0
54,0.42,0.06,0.74,0.85,34.27,17.83,-4.07,1.0
55,-0.59,0.2,0.61,0.87,-24.43,43.88,42.77,1.0
56,0.63,0.28,0.42,0.81,23.69,132.06,87.1,7.0
57,0.86,0.32,0.22,0.94,189.47,115.62,49.15,7.0
58,1.09,0.35,-0.28,1.18,-14.24,99.41,2.59,7.0
59,0.97,0.2,-0.94,1.36,-9.08,129.42,9.71,7.0
60,0.9,0.13,-0.07,0.91,0.08,3.85,-0.31,7.0
61,0.89,0.12,0.0,0.9,-0.17,0.29,-0.71,7.0
62,0.89,0.12,0.0,0.9,-0.44,-0.24,-0.53,7.0
63,0.89,0.13,0.0,0.9,0.09,0.16,-0.34,7.0
64,0.88,0.13,-0.0,0.89,-1.97,-1.14,0.11,7.0
65,0.88,0.13,0.0,0.89,0.67,0.72,-1.01,7.0
66,0.88,0.13,0.0,0.89,0.06,0.4,-0.79,7.0
67,0.88,0.12,0.0,0.89,-0.2,0.19,-0.75,7.0
68,0.88,0.13,0.0,0.89,-0.19,0.24,-0.71,7.0
69,0.89,0.12,0.0,0.89,-0.16,0.27,-0.73,7.0
70,0.89,0.12,0.0,0.89,-0.15,0.25,-0.73,5.0
71,0.88,0.12,0.0,0.89,-0.17,0.16,-0.75,5.0
72,0.89,0.13,0.0,0.89,-0.2,0.13,-0.7,5.0
73,0.89,0.13,0.0,0.89,-0.18,0.16,-0.73,5.0
74,0.88,0.13,0.0,0.89,-0.14,0.19,-0.73,5.0
75,0.88,0.13,0.0,0.89,-0.19,0.15,-0.72,5.0
76,0.89,0.12,0.0,0.89,-0.17,0.14,-0.71,5.0
77,0.88,0.13,0.0,0.89,-0.28,0.02,-0.62,5.0
78,0.88,0.13,0.0,0.89,-0.25,0.08,-0.62,5.0
79,0.88,0.13,0.0,0.89,0.0,0.23,-0.67,6.0
80,0.87,0.14,-0.01,0.88,-2.08,-2.66,-20.23,6.0
81,0.87,0.13,-0.1,0.89,-2.97,-10.29,-2.31,6.0
82,0.84,0.12,-0.08,0.86,2.89,-25.18,-3.14,6.0
83,0.8,0.12,-0.08,0.81,8.27,-37.83,0.87,6.0
84,0.73,0.1,-0.09,0.74,10.48,-59.85,1.07,6.0
85,0.63,0.08,0.03,0.64,13.29,-76.93,1.11,6.0
86,0.51,0.09,0.18,0.55,13.48,-79.38,2.89,6.0
87,0.38,0.05,0.32,0.5,13.09,-74.02,0.83,6.0
88,0.27,0.02,0.44,0.52,11.35,-64.73,1.3,6.0
89,0.19,0.04,0.54,0.57,9.59,-55.44,1.3,6.0
90,0.13,0.02,0.61,0.62,7.81,-45.99,1.1,6.0
91,0.09,0.02,0.63,0.64,7.23,-43.7,0.9,6.0
92,0.07,0.02,0.74,0.74,8.51,-45.1,5.02,6.0
93,0.04,0.03,0.84,0.84,6.96,-43.89,4.39,6.0
94,0.02,0.02,0.93,0.93,6.4,-39.73,0.42,6.0
